"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)"
"Totaal misdrijven";"2022 september";"Stichtse Vecht";"     189"
"Totaal misdrijven";"2022 oktober";"Stichtse Vecht";"     193"
"Totaal misdrijven";"2022 november";"Stichtse Vecht";"     216"
"Totaal misdrijven";"2022 december";"Stichtse Vecht";"     188"
"Totaal misdrijven";"2023 januari";"Stichtse Vecht";"     195"
"Totaal misdrijven";"2023 februari";"Stichtse Vecht";"     216"
"Totaal misdrijven";"2023 maart";"Stichtse Vecht";"     238"
"Totaal misdrijven";"2023 april";"Stichtse Vecht";"     184"
"Totaal misdrijven";"2023 mei";"Stichtse Vecht";"     193"
"Totaal misdrijven";"2023 juni";"Stichtse Vecht";"     207"
"Totaal misdrijven";"2023 juli";"Stichtse Vecht";"     171"
"Totaal misdrijven";"2023 augustus";"Stichtse Vecht";"     172"
"Totaal misdrijven";"2022 september";"Súdwest-Fryslân";"     223"
"Totaal misdrijven";"2022 oktober";"Súdwest-Fryslân";"     262"
"Totaal misdrijven";"2022 november";"Súdwest-Fryslân";"     236"
"Totaal misdrijven";"2022 december";"Súdwest-Fryslân";"     217"
"Totaal misdrijven";"2023 januari";"Súdwest-Fryslân";"     215"
"Totaal misdrijven";"2023 februari";"Súdwest-Fryslân";"     192"
"Totaal misdrijven";"2023 maart";"Súdwest-Fryslân";"     260"
"Totaal misdrijven";"2023 april";"Súdwest-Fryslân";"     204"
"Totaal misdrijven";"2023 mei";"Súdwest-Fryslân";"     254"
"Totaal misdrijven";"2023 juni";"Súdwest-Fryslân";"     256"
"Totaal misdrijven";"2023 juli";"Súdwest-Fryslân";"     217"
"Totaal misdrijven";"2023 augustus";"Súdwest-Fryslân";"     271"
"Totaal misdrijven";"2022 september";"Terneuzen";"     167"
"Totaal misdrijven";"2022 oktober";"Terneuzen";"     186"
"Totaal misdrijven";"2022 november";"Terneuzen";"     186"
"Totaal misdrijven";"2022 december";"Terneuzen";"     166"
"Totaal misdrijven";"2023 januari";"Terneuzen";"     175"
"Totaal misdrijven";"2023 februari";"Terneuzen";"     147"
"Totaal misdrijven";"2023 maart";"Terneuzen";"     184"
"Totaal misdrijven";"2023 april";"Terneuzen";"     118"
"Totaal misdrijven";"2023 mei";"Terneuzen";"     178"
"Totaal misdrijven";"2023 juni";"Terneuzen";"     188"
"Totaal misdrijven";"2023 juli";"Terneuzen";"     129"
"Totaal misdrijven";"2023 augustus";"Terneuzen";"     149"
"Totaal misdrijven";"2022 september";"Terschelling";"      15"
"Totaal misdrijven";"2022 oktober";"Terschelling";"       9"
"Totaal misdrijven";"2022 november";"Terschelling";"       6"
"Totaal misdrijven";"2022 december";"Terschelling";"       4"
"Totaal misdrijven";"2023 januari";"Terschelling";"       7"
"Totaal misdrijven";"2023 februari";"Terschelling";"       8"
"Totaal misdrijven";"2023 maart";"Terschelling";"       8"
"Totaal misdrijven";"2023 april";"Terschelling";"      12"
"Totaal misdrijven";"2023 mei";"Terschelling";"      13"
"Totaal misdrijven";"2023 juni";"Terschelling";"      15"
"Totaal misdrijven";"2023 juli";"Terschelling";"      15"
"Totaal misdrijven";"2023 augustus";"Terschelling";"      31"
"Totaal misdrijven";"2022 september";"Texel";"      37"
"Totaal misdrijven";"2022 oktober";"Texel";"      30"
"Totaal misdrijven";"2022 november";"Texel";"      19"
"Totaal misdrijven";"2022 december";"Texel";"      40"
"Totaal misdrijven";"2023 januari";"Texel";"      28"
"Totaal misdrijven";"2023 februari";"Texel";"      22"
"Totaal misdrijven";"2023 maart";"Texel";"      31"
"Totaal misdrijven";"2023 april";"Texel";"      25"
"Totaal misdrijven";"2023 mei";"Texel";"      37"
"Totaal misdrijven";"2023 juni";"Texel";"      39"
"Totaal misdrijven";"2023 juli";"Texel";"      62"
"Totaal misdrijven";"2023 augustus";"Texel";"      53"
"Totaal misdrijven";"2022 september";"Teylingen";"     138"
"Totaal misdrijven";"2022 oktober";"Teylingen";"     123"
"Totaal misdrijven";"2022 november";"Teylingen";"     119"
"Totaal misdrijven";"2022 december";"Teylingen";"     107"
"Totaal misdrijven";"2023 januari";"Teylingen";"      98"
"Totaal misdrijven";"2023 februari";"Teylingen";"     131"
"Totaal misdrijven";"2023 maart";"Teylingen";"     109"
"Totaal misdrijven";"2023 april";"Teylingen";"     120"
"Totaal misdrijven";"2023 mei";"Teylingen";"      96"
"Totaal misdrijven";"2023 juni";"Teylingen";"     115"
"Totaal misdrijven";"2023 juli";"Teylingen";"     105"
"Totaal misdrijven";"2023 augustus";"Teylingen";"      77"
"Totaal misdrijven";"2022 september";"Tholen";"      33"
"Totaal misdrijven";"2022 oktober";"Tholen";"      58"
"Totaal misdrijven";"2022 november";"Tholen";"      42"
"Totaal misdrijven";"2022 december";"Tholen";"      60"
"Totaal misdrijven";"2023 januari";"Tholen";"      46"
"Totaal misdrijven";"2023 februari";"Tholen";"      61"
"Totaal misdrijven";"2023 maart";"Tholen";"      34"
"Totaal misdrijven";"2023 april";"Tholen";"      45"
"Totaal misdrijven";"2023 mei";"Tholen";"      53"
"Totaal misdrijven";"2023 juni";"Tholen";"      37"
"Totaal misdrijven";"2023 juli";"Tholen";"      35"
"Totaal misdrijven";"2023 augustus";"Tholen";"      43"
"Totaal misdrijven";"2022 september";"Tiel";"     203"
"Totaal misdrijven";"2022 oktober";"Tiel";"     173"
"Totaal misdrijven";"2022 november";"Tiel";"     154"
"Totaal misdrijven";"2022 december";"Tiel";"     171"
"Totaal misdrijven";"2023 januari";"Tiel";"     194"
"Totaal misdrijven";"2023 februari";"Tiel";"     157"
"Totaal misdrijven";"2023 maart";"Tiel";"     172"
"Totaal misdrijven";"2023 april";"Tiel";"     151"
"Totaal misdrijven";"2023 mei";"Tiel";"     145"
"Totaal misdrijven";"2023 juni";"Tiel";"     169"
"Totaal misdrijven";"2023 juli";"Tiel";"     150"
"Totaal misdrijven";"2023 augustus";"Tiel";"     155"
"Totaal misdrijven";"2022 september";"Tilburg";"    1148"
"Totaal misdrijven";"2022 oktober";"Tilburg";"    1262"
"Totaal misdrijven";"2022 november";"Tilburg";"    1138"
"Totaal misdrijven";"2022 december";"Tilburg";"    1245"
"Totaal misdrijven";"2023 januari";"Tilburg";"    1227"
"Totaal misdrijven";"2023 februari";"Tilburg";"    1103"
"Totaal misdrijven";"2023 maart";"Tilburg";"    1179"
"Totaal misdrijven";"2023 april";"Tilburg";"    1068"
"Totaal misdrijven";"2023 mei";"Tilburg";"    1113"
"Totaal misdrijven";"2023 juni";"Tilburg";"    1091"
"Totaal misdrijven";"2023 juli";"Tilburg";"    1038"
"Totaal misdrijven";"2023 augustus";"Tilburg";"    1112"
"Totaal misdrijven";"2022 september";"Tubbergen";"      26"
"Totaal misdrijven";"2022 oktober";"Tubbergen";"      34"
"Totaal misdrijven";"2022 november";"Tubbergen";"      42"
"Totaal misdrijven";"2022 december";"Tubbergen";"      42"
"Totaal misdrijven";"2023 januari";"Tubbergen";"      31"
"Totaal misdrijven";"2023 februari";"Tubbergen";"      56"
"Totaal misdrijven";"2023 maart";"Tubbergen";"      52"
"Totaal misdrijven";"2023 april";"Tubbergen";"      32"
"Totaal misdrijven";"2023 mei";"Tubbergen";"      33"
"Totaal misdrijven";"2023 juni";"Tubbergen";"      35"
"Totaal misdrijven";"2023 juli";"Tubbergen";"      18"
"Totaal misdrijven";"2023 augustus";"Tubbergen";"      25"
"Totaal misdrijven";"2022 september";"Twenterand";"      61"
"Totaal misdrijven";"2022 oktober";"Twenterand";"      87"
"Totaal misdrijven";"2022 november";"Twenterand";"      70"
"Totaal misdrijven";"2022 december";"Twenterand";"      85"
"Totaal misdrijven";"2023 januari";"Twenterand";"      56"
"Totaal misdrijven";"2023 februari";"Twenterand";"      55"
"Totaal misdrijven";"2023 maart";"Twenterand";"      70"
"Totaal misdrijven";"2023 april";"Twenterand";"      55"
"Totaal misdrijven";"2023 mei";"Twenterand";"      52"
"Totaal misdrijven";"2023 juni";"Twenterand";"      54"
"Totaal misdrijven";"2023 juli";"Twenterand";"      61"
"Totaal misdrijven";"2023 augustus";"Twenterand";"      72"
"Totaal misdrijven";"2022 september";"Tynaarlo";"      55"
"Totaal misdrijven";"2022 oktober";"Tynaarlo";"      75"
"Totaal misdrijven";"2022 november";"Tynaarlo";"      53"
"Totaal misdrijven";"2022 december";"Tynaarlo";"      41"
"Totaal misdrijven";"2023 januari";"Tynaarlo";"      56"
"Totaal misdrijven";"2023 februari";"Tynaarlo";"      46"
"Totaal misdrijven";"2023 maart";"Tynaarlo";"      52"
"Totaal misdrijven";"2023 april";"Tynaarlo";"      43"
"Totaal misdrijven";"2023 mei";"Tynaarlo";"      57"
"Totaal misdrijven";"2023 juni";"Tynaarlo";"      65"
"Totaal misdrijven";"2023 juli";"Tynaarlo";"      58"
"Totaal misdrijven";"2023 augustus";"Tynaarlo";"      76"
"Totaal misdrijven";"2022 september";"Tytsjerksteradiel";"      61"
"Totaal misdrijven";"2022 oktober";"Tytsjerksteradiel";"      53"
"Totaal misdrijven";"2022 november";"Tytsjerksteradiel";"      56"
"Totaal misdrijven";"2022 december";"Tytsjerksteradiel";"      45"
"Totaal misdrijven";"2023 januari";"Tytsjerksteradiel";"      55"
"Totaal misdrijven";"2023 februari";"Tytsjerksteradiel";"      46"
"Totaal misdrijven";"2023 maart";"Tytsjerksteradiel";"      66"
"Totaal misdrijven";"2023 april";"Tytsjerksteradiel";"      52"
"Totaal misdrijven";"2023 mei";"Tytsjerksteradiel";"      59"
"Totaal misdrijven";"2023 juni";"Tytsjerksteradiel";"      78"
"Totaal misdrijven";"2023 juli";"Tytsjerksteradiel";"      52"
"Totaal misdrijven";"2023 augustus";"Tytsjerksteradiel";"      54"
"Totaal misdrijven";"2022 september";"Uitgeest";"      35"
"Totaal misdrijven";"2022 oktober";"Uitgeest";"      46"
"Totaal misdrijven";"2022 november";"Uitgeest";"      31"
"Totaal misdrijven";"2022 december";"Uitgeest";"      24"
"Totaal misdrijven";"2023 januari";"Uitgeest";"      29"
"Totaal misdrijven";"2023 februari";"Uitgeest";"      28"
"Totaal misdrijven";"2023 maart";"Uitgeest";"      54"
"Totaal misdrijven";"2023 april";"Uitgeest";"      37"
"Totaal misdrijven";"2023 mei";"Uitgeest";"      51"
"Totaal misdrijven";"2023 juni";"Uitgeest";"      40"
"Totaal misdrijven";"2023 juli";"Uitgeest";"      45"
"Totaal misdrijven";"2023 augustus";"Uitgeest";"      35"
"Totaal misdrijven";"2022 september";"Uithoorn";"      75"
"Totaal misdrijven";"2022 oktober";"Uithoorn";"      87"
"Totaal misdrijven";"2022 november";"Uithoorn";"      87"
"Totaal misdrijven";"2022 december";"Uithoorn";"      68"
"Totaal misdrijven";"2023 januari";"Uithoorn";"     101"
"Totaal misdrijven";"2023 februari";"Uithoorn";"      78"
"Totaal misdrijven";"2023 maart";"Uithoorn";"      97"
"Totaal misdrijven";"2023 april";"Uithoorn";"      94"
"Totaal misdrijven";"2023 mei";"Uithoorn";"      94"
"Totaal misdrijven";"2023 juni";"Uithoorn";"      92"
"Totaal misdrijven";"2023 juli";"Uithoorn";"      97"
"Totaal misdrijven";"2023 augustus";"Uithoorn";"      69"
"Totaal misdrijven";"2022 september";"Urk";"      43"
"Totaal misdrijven";"2022 oktober";"Urk";"      35"
"Totaal misdrijven";"2022 november";"Urk";"      29"
"Totaal misdrijven";"2022 december";"Urk";"      37"
"Totaal misdrijven";"2023 januari";"Urk";"      38"
"Totaal misdrijven";"2023 februari";"Urk";"      33"
"Totaal misdrijven";"2023 maart";"Urk";"      50"
"Totaal misdrijven";"2023 april";"Urk";"      45"
"Totaal misdrijven";"2023 mei";"Urk";"      50"
"Totaal misdrijven";"2023 juni";"Urk";"      30"
"Totaal misdrijven";"2023 juli";"Urk";"      42"
"Totaal misdrijven";"2023 augustus";"Urk";"      30"
"Totaal misdrijven";"2022 september";"Utrecht (gemeente)";"    2081"
"Totaal misdrijven";"2022 oktober";"Utrecht (gemeente)";"    2216"
"Totaal misdrijven";"2022 november";"Utrecht (gemeente)";"    2055"
"Totaal misdrijven";"2022 december";"Utrecht (gemeente)";"    2078"
"Totaal misdrijven";"2023 januari";"Utrecht (gemeente)";"    2338"
"Totaal misdrijven";"2023 februari";"Utrecht (gemeente)";"    1968"
"Totaal misdrijven";"2023 maart";"Utrecht (gemeente)";"    2109"
"Totaal misdrijven";"2023 april";"Utrecht (gemeente)";"    1968"
"Totaal misdrijven";"2023 mei";"Utrecht (gemeente)";"    2179"
"Totaal misdrijven";"2023 juni";"Utrecht (gemeente)";"    2156"
"Totaal misdrijven";"2023 juli";"Utrecht (gemeente)";"    2038"
"Totaal misdrijven";"2023 augustus";"Utrecht (gemeente)";"    1917"
"Totaal misdrijven";"2022 september";"Utrechtse Heuvelrug";"     118"
"Totaal misdrijven";"2022 oktober";"Utrechtse Heuvelrug";"     161"
"Totaal misdrijven";"2022 november";"Utrechtse Heuvelrug";"     131"
"Totaal misdrijven";"2022 december";"Utrechtse Heuvelrug";"     130"
"Totaal misdrijven";"2023 januari";"Utrechtse Heuvelrug";"     123"
"Totaal misdrijven";"2023 februari";"Utrechtse Heuvelrug";"     102"
"Totaal misdrijven";"2023 maart";"Utrechtse Heuvelrug";"     115"
"Totaal misdrijven";"2023 april";"Utrechtse Heuvelrug";"     112"
"Totaal misdrijven";"2023 mei";"Utrechtse Heuvelrug";"     115"
"Totaal misdrijven";"2023 juni";"Utrechtse Heuvelrug";"     128"
"Totaal misdrijven";"2023 juli";"Utrechtse Heuvelrug";"     134"
"Totaal misdrijven";"2023 augustus";"Utrechtse Heuvelrug";"     136"
"Totaal misdrijven";"2022 september";"Vaals";"      29"
"Totaal misdrijven";"2022 oktober";"Vaals";"      38"
"Totaal misdrijven";"2022 november";"Vaals";"      30"
"Totaal misdrijven";"2022 december";"Vaals";"      26"
"Totaal misdrijven";"2023 januari";"Vaals";"      23"
"Totaal misdrijven";"2023 februari";"Vaals";"      24"
"Totaal misdrijven";"2023 maart";"Vaals";"      32"
"Totaal misdrijven";"2023 april";"Vaals";"      20"
"Totaal misdrijven";"2023 mei";"Vaals";"      22"
"Totaal misdrijven";"2023 juni";"Vaals";"      36"
"Totaal misdrijven";"2023 juli";"Vaals";"      16"
"Totaal misdrijven";"2023 augustus";"Vaals";"      20"
"Totaal misdrijven";"2022 september";"Valkenburg aan de Geul";"      72"
"Totaal misdrijven";"2022 oktober";"Valkenburg aan de Geul";"      79"
"Totaal misdrijven";"2022 november";"Valkenburg aan de Geul";"      75"
"Totaal misdrijven";"2022 december";"Valkenburg aan de Geul";"      74"
"Totaal misdrijven";"2023 januari";"Valkenburg aan de Geul";"      65"
"Totaal misdrijven";"2023 februari";"Valkenburg aan de Geul";"      73"
"Totaal misdrijven";"2023 maart";"Valkenburg aan de Geul";"      56"
"Totaal misdrijven";"2023 april";"Valkenburg aan de Geul";"      52"
"Totaal misdrijven";"2023 mei";"Valkenburg aan de Geul";"      60"
"Totaal misdrijven";"2023 juni";"Valkenburg aan de Geul";"      58"
"Totaal misdrijven";"2023 juli";"Valkenburg aan de Geul";"      80"
"Totaal misdrijven";"2023 augustus";"Valkenburg aan de Geul";"      74"
"Totaal misdrijven";"2022 september";"Valkenswaard";"     102"
"Totaal misdrijven";"2022 oktober";"Valkenswaard";"     106"
"Totaal misdrijven";"2022 november";"Valkenswaard";"     121"
"Totaal misdrijven";"2022 december";"Valkenswaard";"      77"
"Totaal misdrijven";"2023 januari";"Valkenswaard";"     112"
"Totaal misdrijven";"2023 februari";"Valkenswaard";"     112"
"Totaal misdrijven";"2023 maart";"Valkenswaard";"     100"
"Totaal misdrijven";"2023 april";"Valkenswaard";"      80"
"Totaal misdrijven";"2023 mei";"Valkenswaard";"      93"
"Totaal misdrijven";"2023 juni";"Valkenswaard";"      95"
"Totaal misdrijven";"2023 juli";"Valkenswaard";"      88"
"Totaal misdrijven";"2023 augustus";"Valkenswaard";"      87"
"Totaal misdrijven";"2022 september";"Veendam";"      75"
"Totaal misdrijven";"2022 oktober";"Veendam";"      81"
"Totaal misdrijven";"2022 november";"Veendam";"      75"
"Totaal misdrijven";"2022 december";"Veendam";"      96"
"Totaal misdrijven";"2023 januari";"Veendam";"      85"
"Totaal misdrijven";"2023 februari";"Veendam";"     109"
"Totaal misdrijven";"2023 maart";"Veendam";"      90"
"Totaal misdrijven";"2023 april";"Veendam";"      88"
"Totaal misdrijven";"2023 mei";"Veendam";"      81"
"Totaal misdrijven";"2023 juni";"Veendam";"      87"
"Totaal misdrijven";"2023 juli";"Veendam";"      99"
"Totaal misdrijven";"2023 augustus";"Veendam";"      75"
"Totaal misdrijven";"2022 september";"Veenendaal";"     183"
"Totaal misdrijven";"2022 oktober";"Veenendaal";"     232"
"Totaal misdrijven";"2022 november";"Veenendaal";"     216"
"Totaal misdrijven";"2022 december";"Veenendaal";"     227"
"Totaal misdrijven";"2023 januari";"Veenendaal";"     209"
"Totaal misdrijven";"2023 februari";"Veenendaal";"     188"
"Totaal misdrijven";"2023 maart";"Veenendaal";"     231"
"Totaal misdrijven";"2023 april";"Veenendaal";"     198"
"Totaal misdrijven";"2023 mei";"Veenendaal";"     204"
"Totaal misdrijven";"2023 juni";"Veenendaal";"     210"
"Totaal misdrijven";"2023 juli";"Veenendaal";"     190"
"Totaal misdrijven";"2023 augustus";"Veenendaal";"     179"
"Totaal misdrijven";"2022 september";"Veere";"      55"
"Totaal misdrijven";"2022 oktober";"Veere";"      53"
"Totaal misdrijven";"2022 november";"Veere";"      38"
"Totaal misdrijven";"2022 december";"Veere";"      37"
"Totaal misdrijven";"2023 januari";"Veere";"      34"
"Totaal misdrijven";"2023 februari";"Veere";"      27"
"Totaal misdrijven";"2023 maart";"Veere";"      41"
"Totaal misdrijven";"2023 april";"Veere";"      49"
"Totaal misdrijven";"2023 mei";"Veere";"      63"
"Totaal misdrijven";"2023 juni";"Veere";"      69"
"Totaal misdrijven";"2023 juli";"Veere";"      72"
"Totaal misdrijven";"2023 augustus";"Veere";"      51"
"Totaal misdrijven";"2022 september";"Veldhoven";"     119"
"Totaal misdrijven";"2022 oktober";"Veldhoven";"     141"
"Totaal misdrijven";"2022 november";"Veldhoven";"     155"
"Totaal misdrijven";"2022 december";"Veldhoven";"     151"
"Totaal misdrijven";"2023 januari";"Veldhoven";"     128"
"Totaal misdrijven";"2023 februari";"Veldhoven";"     123"
"Totaal misdrijven";"2023 maart";"Veldhoven";"     103"
"Totaal misdrijven";"2023 april";"Veldhoven";"     110"
"Totaal misdrijven";"2023 mei";"Veldhoven";"     159"
"Totaal misdrijven";"2023 juni";"Veldhoven";"     125"
"Totaal misdrijven";"2023 juli";"Veldhoven";"     129"
"Totaal misdrijven";"2023 augustus";"Veldhoven";"     137"
"Totaal misdrijven";"2022 september";"Velsen";"     210"
"Totaal misdrijven";"2022 oktober";"Velsen";"     280"
"Totaal misdrijven";"2022 november";"Velsen";"     235"
"Totaal misdrijven";"2022 december";"Velsen";"     214"
"Totaal misdrijven";"2023 januari";"Velsen";"     203"
"Totaal misdrijven";"2023 februari";"Velsen";"     204"
"Totaal misdrijven";"2023 maart";"Velsen";"     231"
"Totaal misdrijven";"2023 april";"Velsen";"     234"
"Totaal misdrijven";"2023 mei";"Velsen";"     270"
"Totaal misdrijven";"2023 juni";"Velsen";"     195"
"Totaal misdrijven";"2023 juli";"Velsen";"     239"
"Totaal misdrijven";"2023 augustus";"Velsen";"     278"
"Totaal misdrijven";"2022 september";"Venlo";"     513"
"Totaal misdrijven";"2022 oktober";"Venlo";"     593"
"Totaal misdrijven";"2022 november";"Venlo";"     568"
"Totaal misdrijven";"2022 december";"Venlo";"     556"
"Totaal misdrijven";"2023 januari";"Venlo";"     553"
"Totaal misdrijven";"2023 februari";"Venlo";"     603"
"Totaal misdrijven";"2023 maart";"Venlo";"     557"
"Totaal misdrijven";"2023 april";"Venlo";"     472"
"Totaal misdrijven";"2023 mei";"Venlo";"     564"
"Totaal misdrijven";"2023 juni";"Venlo";"     521"
"Totaal misdrijven";"2023 juli";"Venlo";"     500"
"Totaal misdrijven";"2023 augustus";"Venlo";"     516"
"Totaal misdrijven";"2022 september";"Venray";"     180"
"Totaal misdrijven";"2022 oktober";"Venray";"     171"
"Totaal misdrijven";"2022 november";"Venray";"     162"
"Totaal misdrijven";"2022 december";"Venray";"     130"
"Totaal misdrijven";"2023 januari";"Venray";"     137"
"Totaal misdrijven";"2023 februari";"Venray";"     154"
"Totaal misdrijven";"2023 maart";"Venray";"     161"
"Totaal misdrijven";"2023 april";"Venray";"     141"
"Totaal misdrijven";"2023 mei";"Venray";"     147"
"Totaal misdrijven";"2023 juni";"Venray";"     144"
"Totaal misdrijven";"2023 juli";"Venray";"     133"
"Totaal misdrijven";"2023 augustus";"Venray";"     146"
"Totaal misdrijven";"2022 september";"Vijfheerenlanden";"     137"
"Totaal misdrijven";"2022 oktober";"Vijfheerenlanden";"     158"
"Totaal misdrijven";"2022 november";"Vijfheerenlanden";"     132"
"Totaal misdrijven";"2022 december";"Vijfheerenlanden";"     155"
"Totaal misdrijven";"2023 januari";"Vijfheerenlanden";"     171"
"Totaal misdrijven";"2023 februari";"Vijfheerenlanden";"     163"
"Totaal misdrijven";"2023 maart";"Vijfheerenlanden";"     146"
"Totaal misdrijven";"2023 april";"Vijfheerenlanden";"     118"
"Totaal misdrijven";"2023 mei";"Vijfheerenlanden";"     179"
"Totaal misdrijven";"2023 juni";"Vijfheerenlanden";"     139"
"Totaal misdrijven";"2023 juli";"Vijfheerenlanden";"     121"
"Totaal misdrijven";"2023 augustus";"Vijfheerenlanden";"     131"
"Totaal misdrijven";"2022 september";"Vlaardingen";"     284"
"Totaal misdrijven";"2022 oktober";"Vlaardingen";"     366"
"Totaal misdrijven";"2022 november";"Vlaardingen";"     299"
"Totaal misdrijven";"2022 december";"Vlaardingen";"     357"
"Totaal misdrijven";"2023 januari";"Vlaardingen";"     307"
"Totaal misdrijven";"2023 februari";"Vlaardingen";"     263"
"Totaal misdrijven";"2023 maart";"Vlaardingen";"     319"
"Totaal misdrijven";"2023 april";"Vlaardingen";"     297"
"Totaal misdrijven";"2023 mei";"Vlaardingen";"     267"
"Totaal misdrijven";"2023 juni";"Vlaardingen";"     335"
"Totaal misdrijven";"2023 juli";"Vlaardingen";"     307"
"Totaal misdrijven";"2023 augustus";"Vlaardingen";"     280"
"Totaal misdrijven";"2022 september";"Vlieland";"       8"
"Totaal misdrijven";"2022 oktober";"Vlieland";"       3"
"Totaal misdrijven";"2022 november";"Vlieland";"       ."
"Totaal misdrijven";"2022 december";"Vlieland";"       4"
"Totaal misdrijven";"2023 januari";"Vlieland";"       1"
"Totaal misdrijven";"2023 februari";"Vlieland";"       2"
"Totaal misdrijven";"2023 maart";"Vlieland";"       3"
"Totaal misdrijven";"2023 april";"Vlieland";"       3"
"Totaal misdrijven";"2023 mei";"Vlieland";"       7"
"Totaal misdrijven";"2023 juni";"Vlieland";"       8"
"Totaal misdrijven";"2023 juli";"Vlieland";"      16"
"Totaal misdrijven";"2023 augustus";"Vlieland";"      16"
"Totaal misdrijven";"2022 september";"Vlissingen";"     178"
"Totaal misdrijven";"2022 oktober";"Vlissingen";"     183"
"Totaal misdrijven";"2022 november";"Vlissingen";"     133"
"Totaal misdrijven";"2022 december";"Vlissingen";"     172"
"Totaal misdrijven";"2023 januari";"Vlissingen";"     171"
"Totaal misdrijven";"2023 februari";"Vlissingen";"     181"
"Totaal misdrijven";"2023 maart";"Vlissingen";"     201"
"Totaal misdrijven";"2023 april";"Vlissingen";"     148"
"Totaal misdrijven";"2023 mei";"Vlissingen";"     190"
"Totaal misdrijven";"2023 juni";"Vlissingen";"     218"
"Totaal misdrijven";"2023 juli";"Vlissingen";"     178"
"Totaal misdrijven";"2023 augustus";"Vlissingen";"     212"
"Totaal misdrijven";"2022 september";"Voerendaal";"      20"
"Totaal misdrijven";"2022 oktober";"Voerendaal";"      23"
"Totaal misdrijven";"2022 november";"Voerendaal";"      30"
"Totaal misdrijven";"2022 december";"Voerendaal";"      25"
"Totaal misdrijven";"2023 januari";"Voerendaal";"      21"
"Totaal misdrijven";"2023 februari";"Voerendaal";"      23"
"Totaal misdrijven";"2023 maart";"Voerendaal";"      24"
"Totaal misdrijven";"2023 april";"Voerendaal";"      22"
"Totaal misdrijven";"2023 mei";"Voerendaal";"      33"
"Totaal misdrijven";"2023 juni";"Voerendaal";"      20"
"Totaal misdrijven";"2023 juli";"Voerendaal";"      20"
"Totaal misdrijven";"2023 augustus";"Voerendaal";"      18"
"Totaal misdrijven";"2022 september";"Voorne aan Zee";"     204"
"Totaal misdrijven";"2022 oktober";"Voorne aan Zee";"     251"
"Totaal misdrijven";"2022 november";"Voorne aan Zee";"     238"
"Totaal misdrijven";"2022 december";"Voorne aan Zee";"     213"
"Totaal misdrijven";"2023 januari";"Voorne aan Zee";"     228"
"Totaal misdrijven";"2023 februari";"Voorne aan Zee";"     184"
"Totaal misdrijven";"2023 maart";"Voorne aan Zee";"     189"
"Totaal misdrijven";"2023 april";"Voorne aan Zee";"     200"
"Totaal misdrijven";"2023 mei";"Voorne aan Zee";"     206"
"Totaal misdrijven";"2023 juni";"Voorne aan Zee";"     214"
"Totaal misdrijven";"2023 juli";"Voorne aan Zee";"     248"
"Totaal misdrijven";"2023 augustus";"Voorne aan Zee";"     166"
"Totaal misdrijven";"2022 september";"Voorschoten";"      59"
"Totaal misdrijven";"2022 oktober";"Voorschoten";"      65"
"Totaal misdrijven";"2022 november";"Voorschoten";"      88"
"Totaal misdrijven";"2022 december";"Voorschoten";"      87"
"Totaal misdrijven";"2023 januari";"Voorschoten";"      82"
"Totaal misdrijven";"2023 februari";"Voorschoten";"      49"
"Totaal misdrijven";"2023 maart";"Voorschoten";"      72"
"Totaal misdrijven";"2023 april";"Voorschoten";"      78"
"Totaal misdrijven";"2023 mei";"Voorschoten";"      62"
"Totaal misdrijven";"2023 juni";"Voorschoten";"      76"
"Totaal misdrijven";"2023 juli";"Voorschoten";"      74"
"Totaal misdrijven";"2023 augustus";"Voorschoten";"      66"
"Totaal misdrijven";"2022 september";"Voorst";"      71"
"Totaal misdrijven";"2022 oktober";"Voorst";"      64"
"Totaal misdrijven";"2022 november";"Voorst";"      64"
"Totaal misdrijven";"2022 december";"Voorst";"      70"
"Totaal misdrijven";"2023 januari";"Voorst";"      68"
"Totaal misdrijven";"2023 februari";"Voorst";"      68"
"Totaal misdrijven";"2023 maart";"Voorst";"      92"
"Totaal misdrijven";"2023 april";"Voorst";"      58"
"Totaal misdrijven";"2023 mei";"Voorst";"      44"
"Totaal misdrijven";"2023 juni";"Voorst";"      47"
"Totaal misdrijven";"2023 juli";"Voorst";"      46"
"Totaal misdrijven";"2023 augustus";"Voorst";"      80"
"Totaal misdrijven";"2022 september";"Vught";"      77"
"Totaal misdrijven";"2022 oktober";"Vught";"      94"
"Totaal misdrijven";"2022 november";"Vught";"     104"
"Totaal misdrijven";"2022 december";"Vught";"      81"
"Totaal misdrijven";"2023 januari";"Vught";"      97"
"Totaal misdrijven";"2023 februari";"Vught";"      66"
"Totaal misdrijven";"2023 maart";"Vught";"      79"
"Totaal misdrijven";"2023 april";"Vught";"     116"
"Totaal misdrijven";"2023 mei";"Vught";"      78"
"Totaal misdrijven";"2023 juni";"Vught";"     100"
"Totaal misdrijven";"2023 juli";"Vught";"      88"
"Totaal misdrijven";"2023 augustus";"Vught";"      80"
"Totaal misdrijven";"2022 september";"Waadhoeke";"      89"
"Totaal misdrijven";"2022 oktober";"Waadhoeke";"     111"
"Totaal misdrijven";"2022 november";"Waadhoeke";"      75"
"Totaal misdrijven";"2022 december";"Waadhoeke";"      95"
"Totaal misdrijven";"2023 januari";"Waadhoeke";"      95"
