"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"Totaal misdrijven";"2022 september";"Burgwallen-Nieuwe Zijde";"     530"
"Totaal misdrijven";"2022 oktober";"Burgwallen-Nieuwe Zijde";"     500"
"Totaal misdrijven";"2022 november";"Burgwallen-Nieuwe Zijde";"     529"
"Totaal misdrijven";"2022 december";"Burgwallen-Nieuwe Zijde";"     529"
"Totaal misdrijven";"2023 januari";"Burgwallen-Nieuwe Zijde";"     549"
"Totaal misdrijven";"2023 februari";"Burgwallen-Nieuwe Zijde";"     464"
"Totaal misdrijven";"2023 maart";"Burgwallen-Nieuwe Zijde";"     425"
"Totaal misdrijven";"2023 april";"Burgwallen-Nieuwe Zijde";"     375"
"Totaal misdrijven";"2023 mei";"Burgwallen-Nieuwe Zijde";"     470"
"Totaal misdrijven";"2023 juni";"Burgwallen-Nieuwe Zijde";"     451"
"Totaal misdrijven";"2023 juli";"Burgwallen-Nieuwe Zijde";"     483"
"Totaal misdrijven";"2023 augustus";"Burgwallen-Nieuwe Zijde";"     405"
"Totaal misdrijven";"2022 september";"Burgwallen-Oude Zijde";"     268"
"Totaal misdrijven";"2022 oktober";"Burgwallen-Oude Zijde";"     286"
"Totaal misdrijven";"2022 november";"Burgwallen-Oude Zijde";"     249"
"Totaal misdrijven";"2022 december";"Burgwallen-Oude Zijde";"     296"
"Totaal misdrijven";"2023 januari";"Burgwallen-Oude Zijde";"     408"
"Totaal misdrijven";"2023 februari";"Burgwallen-Oude Zijde";"     274"
"Totaal misdrijven";"2023 maart";"Burgwallen-Oude Zijde";"     281"
"Totaal misdrijven";"2023 april";"Burgwallen-Oude Zijde";"     246"
"Totaal misdrijven";"2023 mei";"Burgwallen-Oude Zijde";"     268"
"Totaal misdrijven";"2023 juni";"Burgwallen-Oude Zijde";"     232"
"Totaal misdrijven";"2023 juli";"Burgwallen-Oude Zijde";"     241"
"Totaal misdrijven";"2023 augustus";"Burgwallen-Oude Zijde";"     258"
"Totaal misdrijven";"2022 september";"Burgwallen-Oost";"      81"
"Totaal misdrijven";"2022 oktober";"Burgwallen-Oost";"      67"
"Totaal misdrijven";"2022 november";"Burgwallen-Oost";"      67"
"Totaal misdrijven";"2022 december";"Burgwallen-Oost";"      91"
"Totaal misdrijven";"2023 januari";"Burgwallen-Oost";"     115"
"Totaal misdrijven";"2023 februari";"Burgwallen-Oost";"      82"
"Totaal misdrijven";"2023 maart";"Burgwallen-Oost";"      76"
"Totaal misdrijven";"2023 april";"Burgwallen-Oost";"      70"
"Totaal misdrijven";"2023 mei";"Burgwallen-Oost";"      71"
"Totaal misdrijven";"2023 juni";"Burgwallen-Oost";"      57"
"Totaal misdrijven";"2023 juli";"Burgwallen-Oost";"      66"
"Totaal misdrijven";"2023 augustus";"Burgwallen-Oost";"      56"
"1.1.1 Diefstal/inbraak woning";"2022 september";"Burgwallen-Nieuwe Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       2"
"1.1.1 Diefstal/inbraak woning";"2022 november";"Burgwallen-Nieuwe Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2022 december";"Burgwallen-Nieuwe Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2023 januari";"Burgwallen-Nieuwe Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2023 februari";"Burgwallen-Nieuwe Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 april";"Burgwallen-Nieuwe Zijde";"       2"
"1.1.1 Diefstal/inbraak woning";"2023 mei";"Burgwallen-Nieuwe Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 juli";"Burgwallen-Nieuwe Zijde";"       2"
"1.1.1 Diefstal/inbraak woning";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2022 september";"Burgwallen-Oude Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2022 oktober";"Burgwallen-Oude Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2022 november";"Burgwallen-Oude Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2022 december";"Burgwallen-Oude Zijde";"       2"
"1.1.1 Diefstal/inbraak woning";"2023 januari";"Burgwallen-Oude Zijde";"       2"
"1.1.1 Diefstal/inbraak woning";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 maart";"Burgwallen-Oude Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2023 april";"Burgwallen-Oude Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2023 mei";"Burgwallen-Oude Zijde";"       1"
"1.1.1 Diefstal/inbraak woning";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 juli";"Burgwallen-Oude Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2023 augustus";"Burgwallen-Oude Zijde";"       3"
"1.1.1 Diefstal/inbraak woning";"2022 september";"Burgwallen-Oost";"       1"
"1.1.1 Diefstal/inbraak woning";"2022 oktober";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2022 november";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2022 december";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 januari";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 februari";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 maart";"Burgwallen-Oost";"       2"
"1.1.1 Diefstal/inbraak woning";"2023 april";"Burgwallen-Oost";"       2"
"1.1.1 Diefstal/inbraak woning";"2023 mei";"Burgwallen-Oost";"       1"
"1.1.1 Diefstal/inbraak woning";"2023 juni";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 juli";"Burgwallen-Oost";"       0"
"1.1.1 Diefstal/inbraak woning";"2023 augustus";"Burgwallen-Oost";"       1"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juli";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 september";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 november";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 december";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 april";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juli";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 september";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 oktober";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 november";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 december";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 januari";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 februari";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 maart";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 april";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 mei";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juni";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juli";"Burgwallen-Oost";"       0"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 augustus";"Burgwallen-Oost";"       0"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 september";"Burgwallen-Nieuwe Zijde";"      20"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      17"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 november";"Burgwallen-Nieuwe Zijde";"      14"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 december";"Burgwallen-Nieuwe Zijde";"      18"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 januari";"Burgwallen-Nieuwe Zijde";"       8"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 februari";"Burgwallen-Nieuwe Zijde";"      11"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 maart";"Burgwallen-Nieuwe Zijde";"      16"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 april";"Burgwallen-Nieuwe Zijde";"      10"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 mei";"Burgwallen-Nieuwe Zijde";"      11"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juni";"Burgwallen-Nieuwe Zijde";"      19"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juli";"Burgwallen-Nieuwe Zijde";"      18"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      10"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 september";"Burgwallen-Oude Zijde";"       6"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 oktober";"Burgwallen-Oude Zijde";"       4"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 november";"Burgwallen-Oude Zijde";"       4"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 december";"Burgwallen-Oude Zijde";"       7"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 januari";"Burgwallen-Oude Zijde";"       3"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 februari";"Burgwallen-Oude Zijde";"       4"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 maart";"Burgwallen-Oude Zijde";"       7"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 april";"Burgwallen-Oude Zijde";"       4"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 mei";"Burgwallen-Oude Zijde";"       3"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juni";"Burgwallen-Oude Zijde";"       1"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juli";"Burgwallen-Oude Zijde";"       4"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 augustus";"Burgwallen-Oude Zijde";"       4"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 september";"Burgwallen-Oost";"       3"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 oktober";"Burgwallen-Oost";"       0"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 november";"Burgwallen-Oost";"       2"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 december";"Burgwallen-Oost";"       3"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 januari";"Burgwallen-Oost";"       0"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 februari";"Burgwallen-Oost";"       2"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 maart";"Burgwallen-Oost";"       1"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 april";"Burgwallen-Oost";"       2"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 mei";"Burgwallen-Oost";"       1"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juni";"Burgwallen-Oost";"       0"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juli";"Burgwallen-Oost";"       0"
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 augustus";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 september";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 oktober";"Burgwallen-Nieuwe Zijde";"       2"
"1.2.2 Diefstal van motorvoertuigen";"2022 november";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 december";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 januari";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 februari";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 maart";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 april";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 mei";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 juni";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 juli";"Burgwallen-Nieuwe Zijde";"       1"
"1.2.2 Diefstal van motorvoertuigen";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 september";"Burgwallen-Oude Zijde";"       1"
"1.2.2 Diefstal van motorvoertuigen";"2022 oktober";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 november";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 december";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 januari";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 februari";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 maart";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 april";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 mei";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 juni";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 juli";"Burgwallen-Oude Zijde";"       1"
"1.2.2 Diefstal van motorvoertuigen";"2023 augustus";"Burgwallen-Oude Zijde";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 september";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 oktober";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 november";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2022 december";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 januari";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 februari";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 maart";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 april";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 mei";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 juni";"Burgwallen-Oost";"       0"
"1.2.2 Diefstal van motorvoertuigen";"2023 juli";"Burgwallen-Oost";"       1"
"1.2.2 Diefstal van motorvoertuigen";"2023 augustus";"Burgwallen-Oost";"       0"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 september";"Burgwallen-Nieuwe Zijde";"      49"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      34"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 november";"Burgwallen-Nieuwe Zijde";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 december";"Burgwallen-Nieuwe Zijde";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 januari";"Burgwallen-Nieuwe Zijde";"      21"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 februari";"Burgwallen-Nieuwe Zijde";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 maart";"Burgwallen-Nieuwe Zijde";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 april";"Burgwallen-Nieuwe Zijde";"      25"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 mei";"Burgwallen-Nieuwe Zijde";"      30"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 juni";"Burgwallen-Nieuwe Zijde";"      32"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 juli";"Burgwallen-Nieuwe Zijde";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      37"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 september";"Burgwallen-Oude Zijde";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 oktober";"Burgwallen-Oude Zijde";"      22"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 november";"Burgwallen-Oude Zijde";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 december";"Burgwallen-Oude Zijde";"      19"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 januari";"Burgwallen-Oude Zijde";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 februari";"Burgwallen-Oude Zijde";"      13"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 maart";"Burgwallen-Oude Zijde";"      12"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 april";"Burgwallen-Oude Zijde";"      23"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 mei";"Burgwallen-Oude Zijde";"      16"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 juni";"Burgwallen-Oude Zijde";"      14"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 juli";"Burgwallen-Oude Zijde";"      24"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 augustus";"Burgwallen-Oude Zijde";"      27"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 september";"Burgwallen-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 oktober";"Burgwallen-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 november";"Burgwallen-Oost";"       1"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2022 december";"Burgwallen-Oost";"       5"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 januari";"Burgwallen-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 februari";"Burgwallen-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 maart";"Burgwallen-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 april";"Burgwallen-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 mei";"Burgwallen-Oost";"       2"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 juni";"Burgwallen-Oost";"       3"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 juli";"Burgwallen-Oost";"       4"
"1.2.3 Diefstal van brom-, snor-, fietsen";"2023 augustus";"Burgwallen-Oost";"       5"
"1.2.4 Zakkenrollerij";"2022 september";"Burgwallen-Nieuwe Zijde";"      82"
"1.2.4 Zakkenrollerij";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      93"
"1.2.4 Zakkenrollerij";"2022 november";"Burgwallen-Nieuwe Zijde";"     116"
"1.2.4 Zakkenrollerij";"2022 december";"Burgwallen-Nieuwe Zijde";"     110"
"1.2.4 Zakkenrollerij";"2023 januari";"Burgwallen-Nieuwe Zijde";"     150"
"1.2.4 Zakkenrollerij";"2023 februari";"Burgwallen-Nieuwe Zijde";"      95"
"1.2.4 Zakkenrollerij";"2023 maart";"Burgwallen-Nieuwe Zijde";"     117"
"1.2.4 Zakkenrollerij";"2023 april";"Burgwallen-Nieuwe Zijde";"      87"
"1.2.4 Zakkenrollerij";"2023 mei";"Burgwallen-Nieuwe Zijde";"     116"
"1.2.4 Zakkenrollerij";"2023 juni";"Burgwallen-Nieuwe Zijde";"      99"
"1.2.4 Zakkenrollerij";"2023 juli";"Burgwallen-Nieuwe Zijde";"     106"
"1.2.4 Zakkenrollerij";"2023 augustus";"Burgwallen-Nieuwe Zijde";"      82"
"1.2.4 Zakkenrollerij";"2022 september";"Burgwallen-Oude Zijde";"      65"
"1.2.4 Zakkenrollerij";"2022 oktober";"Burgwallen-Oude Zijde";"      62"
"1.2.4 Zakkenrollerij";"2022 november";"Burgwallen-Oude Zijde";"      44"
"1.2.4 Zakkenrollerij";"2022 december";"Burgwallen-Oude Zijde";"      93"
"1.2.4 Zakkenrollerij";"2023 januari";"Burgwallen-Oude Zijde";"     165"
"1.2.4 Zakkenrollerij";"2023 februari";"Burgwallen-Oude Zijde";"      91"
"1.2.4 Zakkenrollerij";"2023 maart";"Burgwallen-Oude Zijde";"      78"
"1.2.4 Zakkenrollerij";"2023 april";"Burgwallen-Oude Zijde";"      65"
"1.2.4 Zakkenrollerij";"2023 mei";"Burgwallen-Oude Zijde";"      59"
"1.2.4 Zakkenrollerij";"2023 juni";"Burgwallen-Oude Zijde";"      70"
"1.2.4 Zakkenrollerij";"2023 juli";"Burgwallen-Oude Zijde";"      48"
"1.2.4 Zakkenrollerij";"2023 augustus";"Burgwallen-Oude Zijde";"      91"
"1.2.4 Zakkenrollerij";"2022 september";"Burgwallen-Oost";"      23"
"1.2.4 Zakkenrollerij";"2022 oktober";"Burgwallen-Oost";"      17"
"1.2.4 Zakkenrollerij";"2022 november";"Burgwallen-Oost";"      13"
"1.2.4 Zakkenrollerij";"2022 december";"Burgwallen-Oost";"      32"
"1.2.4 Zakkenrollerij";"2023 januari";"Burgwallen-Oost";"      41"
"1.2.4 Zakkenrollerij";"2023 februari";"Burgwallen-Oost";"      19"
"1.2.4 Zakkenrollerij";"2023 maart";"Burgwallen-Oost";"      24"
"1.2.4 Zakkenrollerij";"2023 april";"Burgwallen-Oost";"      20"
"1.2.4 Zakkenrollerij";"2023 mei";"Burgwallen-Oost";"      13"
"1.2.4 Zakkenrollerij";"2023 juni";"Burgwallen-Oost";"      19"
"1.2.4 Zakkenrollerij";"2023 juli";"Burgwallen-Oost";"      13"
"1.2.4 Zakkenrollerij";"2023 augustus";"Burgwallen-Oost";"      24"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 september";"Burgwallen-Nieuwe Zijde";"       8"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 oktober";"Burgwallen-Nieuwe Zijde";"      14"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 november";"Burgwallen-Nieuwe Zijde";"      11"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 december";"Burgwallen-Nieuwe Zijde";"       8"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 januari";"Burgwallen-Nieuwe Zijde";"       6"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 februari";"Burgwallen-Nieuwe Zijde";"       8"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 maart";"Burgwallen-Nieuwe Zijde";"       9"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 april";"Burgwallen-Nieuwe Zijde";"      10"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 mei";"Burgwallen-Nieuwe Zijde";"       9"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 juni";"Burgwallen-Nieuwe Zijde";"       7"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 juli";"Burgwallen-Nieuwe Zijde";"       3"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 augustus";"Burgwallen-Nieuwe Zijde";"       5"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 september";"Burgwallen-Oude Zijde";"       3"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 oktober";"Burgwallen-Oude Zijde";"       4"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 november";"Burgwallen-Oude Zijde";"       3"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 december";"Burgwallen-Oude Zijde";"       7"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 januari";"Burgwallen-Oude Zijde";"       2"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 februari";"Burgwallen-Oude Zijde";"       6"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 maart";"Burgwallen-Oude Zijde";"       9"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 april";"Burgwallen-Oude Zijde";"       2"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 mei";"Burgwallen-Oude Zijde";"       1"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 juni";"Burgwallen-Oude Zijde";"       5"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 juli";"Burgwallen-Oude Zijde";"       3"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 augustus";"Burgwallen-Oude Zijde";"       3"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 september";"Burgwallen-Oost";"       1"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 oktober";"Burgwallen-Oost";"       0"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 november";"Burgwallen-Oost";"       0"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2022 december";"Burgwallen-Oost";"       1"
"1.2.5 Diefstal af/uit/van ov. voertuigen";"2023 januari";"Burgwallen-Oost";"       1"
